Category,Number of Records,Order Date,Sales Target,Segment
Office Supplies,1,9/15/2016,70,Home Office
Technology,1,12-02-2016,147,Consumer
Furniture,1,7/14/2015,637,Consumer
Office Supplies,1,01-03-2016,131,Consumer
Office Supplies,1,7/18/2014,96,Consumer
Technology,1,5/18/2014,100,Consumer
Office Supplies,1,5/27/2016,89,Consumer
Office Supplies,1,09-04-2016,390,Corporate
Technology,1,06-08-2016,10,Consumer
Furniture,1,5/29/2014,125,Home Office
Office Supplies,1,2/23/2014,102,Corporate
Office Supplies,1,06-07-2014,120,Consumer
Technology,1,08-12-2016,25,Consumer
Office Supplies,1,7/25/2016,126,Consumer
Office Supplies,1,07-03-2016,85,Corporate
Technology,1,5/23/2015,15,Consumer
Furniture,1,06-12-2015,157,Home Office
Office Supplies,1,2/18/2015,16,Consumer
Office Supplies,1,10-01-2016,234,Corporate
Office Supplies,1,05-04-2014,16,Home Office
Technology,1,8/22/2014,91,Consumer
Technology,1,12-11-2015,1564,Corporate
Furniture,1,11/26/2016,438,Consumer
Furniture,1,11/21/2014,10,Corporate
Furniture,1,2/13/2015,69,Home Office
Office Supplies,1,1/29/2014,460,Consumer
Office Supplies,1,05-12-2014,7,Corporate
Technology,1,11/18/2015,328,Home Office
Office Supplies,1,3/19/2014,40,Consumer
Office Supplies,1,01-05-2015,21,Corporate
Furniture,1,09-05-2015,1415,Consumer
Furniture,1,11-08-2014,268,Corporate
Office Supplies,1,3/22/2014,214,Consumer
Office Supplies,1,10-10-2014,23,Corporate
Office Supplies,1,6/27/2016,359,Home Office
Technology,1,10/15/2016,23,Consumer
Technology,1,3/18/2016,20,Home Office
Furniture,1,1/14/2015,1678,Consumer
Office Supplies,1,03-06-2016,440,Consumer
Office Supplies,1,11/18/2016,252,Corporate
Technology,1,4/27/2015,2090,Consumer
Furniture,1,11/16/2016,193,Consumer
Office Supplies,1,3/18/2015,7,Consumer
Office Supplies,1,4/23/2014,13,Consumer
Technology,1,02-05-2015,155,Consumer
Furniture,1,7/22/2016,5,Consumer
Office Supplies,1,06-10-2015,11,Consumer
Technology,1,1/29/2015,112,Consumer
Furniture,1,9/13/2014,1048,Corporate
Office Supplies,1,04-02-2014,58,Consumer
Office Supplies,1,6/19/2016,457,Corporate
Technology,1,12/21/2015,1520,Corporate
Office Supplies,1,10/17/2015,12,Consumer
Office Supplies,1,03-04-2014,162,Corporate
Technology,1,04-07-2014,128,Corporate
Technology,1,12-04-2016,344,Home Office
Furniture,1,12-05-2014,338,Corporate
Office Supplies,1,1/26/2016,212,Consumer
Office Supplies,1,3/26/2015,85,Corporate
Office Supplies,1,07-02-2014,510,Home Office
Technology,1,7/29/2014,278,Home Office
Furniture,1,7/17/2016,381,Consumer
Furniture,1,03-09-2014,650,Corporate
Office Supplies,1,07-10-2015,133,Consumer
Office Supplies,1,6/25/2015,255,Corporate
Furniture,1,8/14/2014,125,Corporate
Furniture,1,10-12-2015,84,Home Office
Office Supplies,1,05-09-2014,44,Consumer
Office Supplies,1,8/26/2014,10,Home Office
Office Supplies,1,1/15/2016,13,Consumer
Office Supplies,1,12/21/2016,42,Corporate
Technology,1,5/24/2014,36,Consumer
Furniture,1,10-09-2015,58,Consumer
Technology,1,4/20/2015,372,Consumer
Office Supplies,1,1/16/2016,21,Home Office
Furniture,1,12/15/2016,580,Corporate
Office Supplies,1,7/28/2016,655,Corporate
Technology,1,1/17/2014,224,Corporate
Office Supplies,1,1/24/2016,73,Corporate
Technology,1,8/25/2016,2955,Consumer
Technology,1,7/25/2015,2,Corporate
Furniture,1,02-12-2016,1962,Consumer
Furniture,1,12-03-2015,1458,Corporate
Office Supplies,1,6/20/2016,91,Consumer
Office Supplies,1,09-02-2015,579,Corporate
Technology,1,10/29/2016,698,Consumer
Technology,1,6/24/2014,242,Corporate
Technology,1,6/28/2016,81,Home Office
Furniture,1,8/28/2015,32,Consumer
Furniture,1,10-10-2016,58,Corporate
Office Supplies,1,3/14/2015,1106,Consumer
Office Supplies,1,01-07-2015,248,Corporate
Office Supplies,1,11-01-2014,71,Home Office
Technology,1,2/14/2014,1840,Consumer
Technology,1,7/29/2016,920,Corporate
Furniture,1,11-04-2015,98,Consumer
Office Supplies,1,5/24/2015,413,Consumer
Technology,1,06-06-2015,638,Consumer
Technology,1,12/29/2015,100,Corporate
Technology,1,6/29/2015,840,Home Office
Furniture,1,9/14/2016,1220,Consumer
Office Supplies,1,04-08-2015,575,Consumer
Office Supplies,1,4/30/2015,6,Corporate
Office Supplies,1,05-01-2015,6,Home Office
Technology,1,05-02-2015,729,Consumer
Technology,1,7/22/2016,84,Corporate
Furniture,1,7/23/2014,615,Consumer
Furniture,1,11/15/2015,117,Home Office
Office Supplies,1,5/21/2016,36,Consumer
Office Supplies,1,09-10-2016,73,Corporate
Office Supplies,1,8/15/2016,96,Home Office
Technology,1,09-10-2016,1181,Consumer
Technology,1,10/21/2016,4119,Home Office
Furniture,1,09-04-2014,428,Consumer
Furniture,1,06-10-2014,18,Home Office
Office Supplies,1,09-02-2016,1126,Consumer
Technology,1,07-05-2016,100,Consumer
Technology,1,6/14/2014,45,Home Office
Office Supplies,1,1/19/2016,40,Consumer
Furniture,1,05-04-2014,745,Consumer
Office Supplies,1,1/27/2016,554,Consumer
Office Supplies,1,7/20/2015,138,Corporate
Technology,1,4/16/2015,364,Consumer
Furniture,1,02-12-2014,238,Consumer
Furniture,1,12-01-2016,52,Home Office
Office Supplies,1,4/21/2014,508,Consumer
Technology,1,02-11-2014,669,Consumer
Furniture,1,2/25/2015,683,Consumer
Office Supplies,1,10/17/2014,740,Consumer
Technology,1,08-12-2014,570,Consumer
Furniture,1,12/20/2016,1342,Consumer
Furniture,1,12-04-2015,524,Corporate
Office Supplies,1,10-10-2015,1813,Consumer
Office Supplies,1,7/18/2015,2180,Corporate
Office Supplies,1,01-03-2014,409,Home Office
Technology,1,7/14/2014,988,Consumer
Technology,1,06-09-2015,88,Corporate
Technology,1,4/16/2016,501,Home Office
Furniture,1,8/29/2016,556,Consumer
Furniture,1,3/17/2015,68,Corporate
Office Supplies,1,05-06-2016,62,Consumer
Office Supplies,1,4/14/2016,70,Corporate
Technology,1,12-03-2015,115,Consumer
Technology,1,2/16/2014,68,Corporate
Furniture,1,01-09-2016,64,Home Office
Office Supplies,1,2/24/2016,102,Consumer
Office Supplies,1,12-04-2014,21,Corporate
Office Supplies,1,7/16/2015,12,Home Office
Technology,1,3/19/2016,866,Consumer
Furniture,1,6/27/2016,10,Consumer
Office Supplies,1,4/24/2016,898,Consumer
Office Supplies,1,02-07-2015,11,Corporate
Technology,1,08-06-2014,803,Consumer
Furniture,1,9/19/2016,38,Consumer
Furniture,1,12-03-2016,275,Corporate
Office Supplies,1,01-09-2014,368,Corporate
Office Supplies,1,5/26/2014,275,Home Office
Technology,1,5/13/2015,79,Corporate
Technology,1,08-08-2016,279,Home Office
Furniture,1,06-02-2015,4153,Consumer
Furniture,1,09-05-2015,122,Corporate
Furniture,1,06-11-2015,509,Home Office
Office Supplies,1,4/19/2016,2259,Consumer
Office Supplies,1,09-08-2016,4086,Corporate
Office Supplies,1,06-06-2015,37,Home Office
Technology,1,12-06-2014,109,Corporate
Furniture,1,06-01-2015,894,Consumer
Furniture,1,4/30/2014,1286,Corporate
Office Supplies,1,10/27/2014,511,Consumer
Office Supplies,1,01-06-2014,113,Corporate
Technology,1,9/29/2015,528,Consumer
Furniture,1,01-03-2015,893,Corporate
Office Supplies,1,6/17/2016,210,Consumer
Office Supplies,1,8/13/2015,260,Corporate
Office Supplies,1,4/21/2014,179,Home Office
Technology,1,10/29/2015,4439,Consumer
Technology,1,12-10-2015,601,Home Office
Office Supplies,1,12/16/2014,80,Corporate
Technology,1,05-05-2015,834,Corporate
Office Supplies,1,7/26/2014,911,Corporate
Office Supplies,1,8/18/2014,6,Home Office
Technology,1,04-06-2016,296,Corporate
Technology,1,04-11-2014,91,Home Office
Office Supplies,1,03-04-2015,63,Consumer
Office Supplies,1,2/15/2014,1084,Corporate
Office Supplies,1,05-01-2016,10,Home Office
Furniture,1,04-10-2016,966,Consumer
Furniture,1,3/18/2014,171,Corporate
Office Supplies,1,8/16/2014,56,Consumer
Office Supplies,1,7/18/2016,101,Corporate
Office Supplies,1,06-04-2015,25,Home Office
Technology,1,08-02-2015,30,Consumer
Technology,1,11-11-2014,6,Corporate
Furniture,1,10/13/2015,314,Consumer
Furniture,1,06-04-2015,538,Corporate
Furniture,1,06-09-2016,98,Home Office
Office Supplies,1,03-04-2014,629,Consumer
Office Supplies,1,07-02-2016,1279,Corporate
Office Supplies,1,9/19/2015,6,Home Office
Technology,1,6/29/2015,1372,Consumer
Technology,1,05-11-2015,1050,Corporate
Furniture,1,10/23/2016,802,Consumer
Furniture,1,12/18/2014,1336,Corporate
Furniture,1,12-09-2016,284,Home Office
Office Supplies,1,10/25/2014,55,Consumer
Office Supplies,1,10/25/2016,390,Corporate
Office Supplies,1,1/29/2014,1185,Home Office
Technology,1,9/19/2016,486,Consumer
Technology,1,02-12-2014,27,Corporate
Furniture,1,3/22/2015,19,Consumer
Office Supplies,1,04-07-2015,705,Consumer
Office Supplies,1,4/15/2014,57,Corporate
Office Supplies,1,1/22/2015,82,Home Office
Technology,1,11-04-2015,783,Consumer
Furniture,1,10/24/2015,218,Corporate
Office Supplies,1,3/20/2015,4,Consumer
Furniture,1,2/27/2015,382,Corporate
Furniture,1,11/15/2016,411,Home Office
Office Supplies,1,04-07-2016,66,Consumer
Office Supplies,1,7/20/2015,228,Corporate
Office Supplies,1,6/30/2014,54,Home Office
Technology,1,2/28/2016,1059,Consumer
Office Supplies,1,6/20/2015,53,Consumer
Office Supplies,1,6/30/2016,12,Corporate
Technology,1,11-06-2015,570,Consumer
Office Supplies,1,11-02-2014,114,Consumer
Office Supplies,1,03-11-2014,7,Corporate
Technology,1,1/26/2014,102,Consumer
Furniture,1,12/29/2015,3609,Consumer
Furniture,1,06-04-2014,735,Corporate
Office Supplies,1,11/27/2016,89,Consumer
Technology,1,09-07-2015,894,Consumer
Furniture,1,05-09-2014,928,Consumer
Furniture,1,1/13/2016,423,Corporate
Office Supplies,1,4/17/2015,42,Consumer
Office Supplies,1,8/15/2015,169,Corporate
Technology,1,04-04-2016,120,Consumer
Technology,1,5/27/2015,130,Corporate
Office Supplies,1,06-11-2014,28,Corporate
Technology,1,04-04-2015,523,Consumer
Technology,1,2/16/2014,120,Corporate
Office Supplies,1,12/19/2016,398,Consumer
Office Supplies,1,12/13/2015,1715,Corporate
Technology,1,6/21/2015,785,Corporate
Furniture,1,11-01-2016,499,Consumer
Office Supplies,1,05-01-2015,133,Consumer
Office Supplies,1,11/27/2015,1085,Corporate
Technology,1,08-04-2015,36,Consumer
Office Supplies,1,1/22/2015,123,Consumer
Office Supplies,1,5/25/2014,391,Home Office
Furniture,1,09-01-2014,586,Consumer
Furniture,1,2/28/2016,122,Corporate
Office Supplies,1,9/26/2015,149,Consumer
Office Supplies,1,11-12-2015,65,Corporate
Technology,1,04-05-2016,146,Consumer
Office Supplies,1,09-01-2014,32,Consumer
Office Supplies,1,03-12-2015,416,Corporate
Technology,1,9/15/2015,983,Consumer
Furniture,1,03-07-2014,349,Corporate
Office Supplies,1,8/25/2015,100,Consumer
Office Supplies,1,2/26/2016,124,Corporate
Furniture,1,2/16/2014,4555,Consumer
Office Supplies,1,8/20/2015,34,Consumer
Office Supplies,1,9/13/2014,189,Corporate
Furniture,1,4/22/2016,193,Corporate
Office Supplies,1,03-12-2016,88,Consumer
Office Supplies,1,01-04-2015,19,Corporate
Furniture,1,11/30/2014,278,Consumer
Office Supplies,1,09-05-2014,11,Consumer
Office Supplies,1,11/15/2016,9,Corporate
Technology,1,6/22/2014,6423,Consumer
Furniture,1,12-10-2016,793,Consumer
Furniture,1,4/16/2015,468,Corporate
Technology,1,8/29/2015,44,Consumer
Furniture,1,8/15/2016,92,Consumer
Furniture,1,06-08-2015,2345,Corporate
Furniture,1,7/19/2015,249,Home Office
Office Supplies,1,11-08-2016,32,Consumer
Office Supplies,1,10/24/2016,117,Corporate
Technology,1,3/23/2015,462,Consumer
Technology,1,07-07-2015,1002,Home Office
Office Supplies,1,12-11-2015,50,Consumer
Furniture,1,12-11-2016,1601,Consumer
Office Supplies,1,3/27/2016,211,Consumer
Office Supplies,1,8/27/2015,37,Corporate
Technology,1,08-10-2016,492,Consumer
Technology,1,4/21/2015,692,Corporate
Furniture,1,8/24/2015,976,Consumer
Furniture,1,9/28/2016,188,Corporate
Furniture,1,01-12-2014,2538,Home Office
Office Supplies,1,5/22/2016,2152,Consumer
Office Supplies,1,9/26/2016,187,Home Office
Technology,1,10-12-2015,556,Consumer
Furniture,1,1/20/2014,1651,Consumer
Office Supplies,1,9/24/2014,17,Consumer
Office Supplies,1,01-03-2015,19,Home Office
Office Supplies,1,6/26/2016,266,Consumer
Office Supplies,1,8/30/2016,559,Home Office
Furniture,1,05-06-2015,56,Consumer
Furniture,1,12/17/2016,47,Corporate
Office Supplies,1,02-06-2016,671,Consumer
Office Supplies,1,6/19/2015,63,Corporate
Furniture,1,6/23/2016,28,Consumer
Furniture,1,1/19/2015,257,Corporate
Furniture,1,10-03-2016,26,Home Office
Office Supplies,1,3/17/2015,21,Consumer
Office Supplies,1,07-11-2016,156,Corporate
Office Supplies,1,2/21/2015,348,Home Office
Technology,1,11/25/2015,1139,Home Office
Furniture,1,2/24/2015,3,Consumer
Furniture,1,11/17/2016,712,Corporate
Furniture,1,12/27/2014,583,Home Office
Office Supplies,1,12/30/2015,568,Consumer
Office Supplies,1,5/17/2014,118,Corporate
Furniture,1,06-11-2015,468,Consumer
Furniture,1,11-09-2014,783,Home Office
Office Supplies,1,06-12-2014,1113,Consumer
Office Supplies,1,2/16/2014,21,Corporate
Office Supplies,1,3/30/2014,111,Home Office
Technology,1,08-11-2016,548,Corporate
Office Supplies,1,1/16/2015,1155,Consumer
Office Supplies,1,6/23/2014,2870,Corporate
Furniture,1,06-04-2015,40,Consumer
Furniture,1,6/28/2014,102,Corporate
Furniture,1,12/27/2015,9,Home Office
Office Supplies,1,04-06-2016,176,Consumer
Office Supplies,1,11/30/2014,292,Corporate
Technology,1,11-09-2014,478,Consumer
Technology,1,07-08-2015,902,Corporate
Furniture,1,5/15/2014,482,Corporate
Office Supplies,1,7/16/2015,217,Consumer
Office Supplies,1,9/21/2014,571,Corporate
Technology,1,03-07-2014,30,Consumer
Technology,1,7/15/2014,779,Corporate
Furniture,1,7/27/2016,1337,Corporate
Furniture,1,8/19/2015,1041,Home Office
Office Supplies,1,6/29/2014,90,Corporate
Office Supplies,1,10/13/2016,232,Home Office
Technology,1,05-09-2016,71,Corporate
Technology,1,7/22/2015,2392,Home Office
Furniture,1,6/21/2014,434,Corporate
Office Supplies,1,3/16/2014,143,Corporate
Technology,1,10/24/2015,1166,Corporate
Furniture,1,1/31/2014,1177,Consumer
Office Supplies,1,9/28/2015,7,Consumer
Office Supplies,1,5/23/2016,9,Corporate
Technology,1,11/16/2014,363,Consumer
Furniture,1,09-06-2015,210,Corporate
Office Supplies,1,4/14/2014,66,Corporate
Furniture,1,08-05-2014,61,Home Office
Office Supplies,1,07-07-2015,95,Corporate
Office Supplies,1,04-12-2015,132,Home Office
Office Supplies,1,04-02-2015,31,Corporate
Office Supplies,1,03-11-2014,357,Consumer
Furniture,1,05-06-2015,967,Consumer
Office Supplies,1,10-01-2015,404,Corporate
Technology,1,12/18/2014,360,Corporate
Furniture,1,7/25/2014,472,Consumer
Office Supplies,1,4/18/2015,71,Consumer
Office Supplies,1,11/20/2015,10,Corporate
Furniture,1,9/23/2014,260,Home Office
Office Supplies,1,5/28/2016,95,Consumer
Office Supplies,1,8/25/2016,7,Corporate
Furniture,1,8/28/2016,266,Consumer
Office Supplies,1,11-04-2015,40,Home Office
Office Supplies,1,12/23/2016,12,Home Office
Office Supplies,1,06-06-2015,159,Corporate
Furniture,1,07-08-2016,2807,Consumer
Technology,1,06-01-2014,552,Consumer
Furniture,1,08-08-2015,4083,Consumer
Furniture,1,11/13/2014,214,Consumer
Office Supplies,1,8/19/2015,13,Consumer
Technology,1,9/22/2016,1632,Consumer
Furniture,1,06-01-2014,46,Consumer
Office Supplies,1,04-03-2014,41,Consumer
Furniture,1,10-05-2014,31,Consumer
Furniture,1,01-12-2016,251,Corporate
Office Supplies,1,7/28/2014,78,Consumer
Office Supplies,1,3/17/2015,12,Corporate
Technology,1,10-09-2015,127,Consumer
Furniture,1,3/27/2015,1460,Consumer
Office Supplies,1,7/26/2015,700,Consumer
Office Supplies,1,2/15/2015,175,Corporate
Technology,1,11/13/2014,18,Consumer
Office Supplies,1,2/24/2014,298,Corporate
Office Supplies,1,8/22/2016,22,Consumer
Technology,1,10/22/2014,97,Consumer
Furniture,1,10/31/2016,216,Consumer
Furniture,1,11-05-2016,35,Corporate
Office Supplies,1,8/15/2016,38,Corporate
Technology,1,08-09-2015,528,Consumer
Technology,1,6/21/2016,20,Corporate
Office Supplies,1,3/22/2015,74,Corporate
Office Supplies,1,6/17/2016,61,Consumer
Technology,1,9/22/2014,879,Consumer
Office Supplies,1,08-04-2014,540,Consumer
Technology,1,5/17/2014,946,Corporate
Office Supplies,1,11-11-2015,135,Consumer
Office Supplies,1,12/24/2015,34,Corporate
Furniture,1,11/18/2015,33,Consumer
Office Supplies,1,6/23/2014,57,Consumer
Office Supplies,1,7/29/2016,10,Corporate
Office Supplies,1,8/29/2016,310,Consumer
Technology,1,09-12-2015,31,Consumer
Office Supplies,1,09-02-2015,2306,Consumer
Office Supplies,1,10-02-2015,86,Home Office
Office Supplies,1,3/22/2016,32,Home Office
Office Supplies,1,4/15/2014,23,Consumer
Furniture,1,06-03-2016,504,Corporate
Office Supplies,1,12-07-2015,18,Corporate
Technology,1,2/28/2015,571,Consumer
Technology,1,01-05-2015,90,Corporate
Furniture,1,05-07-2016,474,Consumer
Furniture,1,11-10-2014,174,Corporate
Furniture,1,12-04-2014,1191,Corporate
Office Supplies,1,8/15/2014,3,Consumer
Office Supplies,1,08-02-2014,64,Consumer
Office Supplies,1,9/13/2015,48,Corporate
Technology,1,5/24/2014,16,Corporate
Technology,1,11-02-2015,91,Corporate
Furniture,1,7/14/2015,685,Consumer
Office Supplies,1,03-01-2015,101,Home Office
Furniture,1,01-10-2016,423,Consumer
Furniture,1,3/31/2014,145,Corporate
Office Supplies,1,7/15/2016,922,Consumer
Office Supplies,1,01-02-2015,3,Corporate
Technology,1,7/25/2014,49,Consumer
Technology,1,09-10-2015,434,Corporate
Furniture,1,4/26/2014,387,Consumer
Technology,1,05-10-2015,986,Consumer
Office Supplies,1,6/14/2014,105,Home Office
Technology,1,11/19/2015,722,Home Office
Furniture,1,09-09-2014,1852,Consumer
Office Supplies,1,3/25/2015,20,Consumer
Office Supplies,1,09-12-2015,22,Corporate
Technology,1,5/22/2014,808,Consumer
Office Supplies,1,6/15/2014,4,Consumer
Technology,1,10/22/2016,407,Corporate
Office Supplies,1,05-09-2015,1,Consumer
Office Supplies,1,7/14/2015,90,Corporate
Furniture,1,09-08-2015,39,Corporate
Office Supplies,1,12-09-2014,5,Consumer
Office Supplies,1,3/21/2016,9,Corporate
Furniture,1,7/15/2015,143,Consumer
Furniture,1,7/29/2016,1255,Home Office
Office Supplies,1,8/17/2014,673,Consumer
Technology,1,4/23/2015,14,Corporate
Furniture,1,4/24/2015,174,Consumer
Furniture,1,10-09-2016,38,Corporate
Office Supplies,1,10/27/2014,7465,Consumer
Office Supplies,1,10/18/2016,18,Home Office
Technology,1,5/29/2015,94,Corporate
Office Supplies,1,8/20/2014,34,Corporate
Technology,1,6/22/2016,13,Corporate
Furniture,1,1/20/2015,357,Home Office
Office Supplies,1,05-05-2015,144,Consumer
Office Supplies,1,08-05-2016,1381,Corporate
Office Supplies,1,4/28/2015,67,Home Office
Technology,1,09-02-2014,3181,Corporate
Technology,1,1/17/2016,408,Home Office
Office Supplies,1,02-11-2016,48,Consumer
Office Supplies,1,9/20/2015,1142,Corporate
Technology,1,9/16/2014,212,Corporate
Office Supplies,1,02-11-2016,1270,Consumer
Furniture,1,12-08-2016,80,Corporate
Office Supplies,1,12/29/2016,321,Consumer
Office Supplies,1,05-10-2014,133,Corporate
Technology,1,6/26/2015,526,Consumer
Technology,1,07-11-2014,1518,Corporate
Furniture,1,09-01-2015,113,Consumer
Office Supplies,1,09-02-2015,55,Consumer
Office Supplies,1,5/18/2014,219,Corporate
Technology,1,8/29/2015,254,Corporate
Furniture,1,04-04-2015,40,Corporate
Furniture,1,11/29/2015,377,Home Office
Office Supplies,1,9/25/2015,8,Corporate
Furniture,1,9/19/2015,3631,Corporate
Office Supplies,1,03-03-2014,42,Consumer
Office Supplies,1,4/19/2014,1267,Corporate
Technology,1,11-10-2016,18,Consumer
Office Supplies,1,1/16/2015,71,Consumer
